Car Company,Model name,year,fuel,seats,x change
Hyundai,Hyundai EON Era,2014,Petrol,5.0,814
Tata,Tata Indica Vista Terra 1.4 TDI,2009,Diesel,5.0,1405
Maruti,Maruti Ertiga ZDI Plus,2017,Diesel,7.0,1248
Toyota,Toyota Fortuner 4x2 AT,2015,Diesel,7.0,2982
Maruti,Maruti Vitara Brezza ZDi,2018,Diesel,5.0,1248
Maruti,Maruti Ciaz ZDi Plus SHVS,2016,Diesel,5.0,1248
Jeep,Jeep Compass 1.4 Limited,2019,Petrol,5.0,1368
Hyundai,Hyundai Creta 1.6 SX Diesel,2017,Diesel,5.0,1582
Maruti,Maruti Ertiga SHVS VDI,2019,Diesel,7.0,1248
Maruti,Maruti Ertiga ZDI,2016,Diesel,7.0,1248
Maruti,Maruti Ertiga VDI,2013,Diesel,7.0,1248
Hyundai,Hyundai i20 Diesel Asta Option,2014,Diesel,5.0,1396
Toyota,Toyota Innova 2.5 V Diesel 7-seater,2013,Diesel,7.0,2494
Honda,Honda City 1.5 V MT,2013,Petrol,5.0,1497
Datsun,Datsun GO Plus T,2017,Petrol,7.0,1198
Maruti,Maruti Ertiga VDI,2017,Diesel,7.0,1248
Maruti,Maruti Ertiga VXI,2018,Petrol,7.0,1373
Maruti,Maruti Swift Dzire VDI,2017,Diesel,5.0,1248
Hyundai,Hyundai Santro GLS I - Euro II,2009,Petrol,,nan
Maruti,Maruti Swift ZDi,2014,Diesel,5.0,1248
Toyota,Toyota Innova Crysta 2.4 VX MT,2017,Diesel,7.0,2393
Toyota,Toyota Innova Crysta 2.4 VX MT,2016,Diesel,7.0,2393
Hyundai,Hyundai Creta 1.4 CRDi S,2018,Diesel,5.0,1396
Maruti,Maruti Swift VDI,2013,Diesel,5.0,1248
Maruti,Maruti Swift Dzire VDI,2017,Diesel,5.0,1248
Hyundai,Hyundai EON Era Plus,2016,Petrol,5.0,814
Honda,Honda Civic 1.8 V MT,2009,Petrol,5.0,1799
Hyundai,Hyundai i10 Era,2008,Petrol,5.0,1086
Maruti,Maruti Eeco 5 Seater AC BSIV,2015,Petrol,5.0,1196
Maruti,Maruti Alto LXI,2004,Petrol,5.0,796
Maruti,Maruti Wagon R LXI Minor,2007,Petrol,5.0,1061
Maruti,Maruti Wagon R LXI,2006,Petrol,5.0,998
Mahindra,Mahindra XUV500 W10 2WD,2018,Diesel,7.0,2179
Hyundai,Hyundai Grand i10 CRDi Sportz,2015,Diesel,5.0,1120
Maruti,Maruti Swift VDI BSIV,2016,Diesel,5.0,1248
Mahindra,Mahindra Renault Logan 1.5 DLE Diesel,2007,Diesel,5.0,1461
Maruti,Maruti Swift Dzire VDi,2012,Diesel,5.0,1248
Maruti,Maruti Alto K10 VXI Airbag,2016,Petrol,5.0,998
Maruti,Maruti Celerio VXI MT BSIV,2018,Petrol,5.0,998
Maruti,Maruti Swift 1.3 LXI,2005,Petrol,,nan
Mahindra,Mahindra XUV500 W8 2WD,2014,Diesel,7.0,2179
Hyundai,Hyundai Santro Sportz AMT BSIV,2019,Petrol,5.0,1086
Tata,Tata Manza Aqua Quadrajet BS IV,2010,Diesel,5.0,1248
Ford,Ford Fiesta EXi 1.4 TDCi Ltd,2011,Diesel,5.0,1399
Maruti,Maruti 800 AC,1998,Petrol,4.0,796
Hyundai,Hyundai Grand i10 1.2 Kappa Magna BSIV,2018,Petrol,5.0,1197
Maruti,Maruti Alto LXi BSIII,2007,Petrol,5.0,796
Maruti,Maruti Zen VXI,2003,Petrol,5.0,993
Ford,Ford EcoSport 1.5 TDCi Titanium BSIV,2015,Diesel,5.0,1498
Ford,Ford Fiesta 1.4 SXi TDCi ABS,2010,Diesel,5.0,1399
Maruti,Maruti Swift Vdi BSIII,2010,Diesel,5.0,1248
Mahindra,Mahindra XUV500 W10 1.99 mHawk,2018,Diesel,7.0,1997
Ford,Ford Fiesta 1.4 ZXi TDCi LE,2008,Diesel,5.0,1399
Ford,Ford Fiesta 1.4 ZXi TDCi ABS,2008,Diesel,5.0,1399
Mahindra,Mahindra Xylo D2 BS IV,2010,Diesel,8.0,2489
Nissan,Nissan Micra Diesel XV,2011,Diesel,5.0,1461
Mahindra,Mahindra Bolero 2011-2019 SLX,2016,Diesel,7.0,2523
Maruti,Maruti Ertiga ZXI,2015,Petrol,7.0,1373
Maruti,Maruti Ertiga ZXI,2015,Petrol,7.0,1373
Maruti,Maruti Swift Dzire ZXI,2016,Petrol,5.0,1197
Maruti,Maruti Wagon R VXI BS IV,2012,Petrol,5.0,998
BMW,BMW X1 sDrive20d,2011,Diesel,5.0,1995
Maruti,Maruti Wagon R Duo Lxi,2012,LPG,5.0,998
Fiat,Fiat Grande Punto 1.3 Emotion (Diesel),2013,Diesel,5.0,1248
Ford,Ford EcoSport 1.5 Diesel Titanium BSIV,2018,Diesel,5.0,1498
Chevrolet,Chevrolet Cruze LTZ,2011,Diesel,5.0,1991
Maruti,Maruti Swift Dzire LDI Optional,2015,Diesel,5.0,1248
Tata,Tata Zest Quadrajet 1.3 XT,2017,Diesel,5.0,1248
Maruti,Maruti Wagon R Stingray VXI,2014,Petrol,5.0,998
Maruti,Maruti Alto 800 Base,2015,Petrol,5.0,796
Renault,Renault Duster 110PS Diesel RXZ Optional with Nav,2014,Diesel,5.0,1461
Mahindra,Mahindra Xylo D2,2009,Diesel,8.0,2489
Hyundai,Hyundai Santro LS zipPlus,2002,Petrol,,nan
Maruti,Maruti Swift 1.3 LXI,2005,Petrol,,nan
Maruti,Maruti Vitara Brezza VDi Option,2016,Diesel,5.0,1248
Tata,Tata Bolt Revotron XE,2017,Petrol,5.0,1193
Chevrolet,Chevrolet Beat Diesel,2013,Diesel,5.0,936
Maruti,Maruti Alto AX,2005,Petrol,5.0,796
Maruti,Maruti Omni E 8 Str STD,2009,Petrol,,nan
Honda,Honda City 2017-2020 GXi,2008,Petrol,5.0,1497
Volkswagen,Volkswagen Vento Diesel Trendline,2011,Diesel,5.0,1598
Mahindra,Mahindra Bolero SLX,2007,Diesel,7.0,2523
Hyundai,Hyundai Xcent 1.2 CRDi E Plus,2017,Diesel,5.0,1186
Hyundai,Hyundai Xcent 1.2 VTVT S,2017,Petrol,5.0,1197
Maruti,Maruti Alto 800 LXI,2015,Petrol,5.0,796
Mahindra,Mahindra Supro LX 8 Str,2018,Diesel,8.0,909
Maruti,Maruti SX4 S Cross 2015-2017 DDiS 200 Alpha,2016,Diesel,5.0,1248
Maruti,Maruti SX4 S Cross 2015-2017 DDiS 200 Sigma,2017,Diesel,5.0,1248
Tata,Tata Harrier XZ BSIV,2019,Diesel,5.0,1956
Datsun,Datsun GO Plus T VDC,2019,Petrol,7.0,1198
Maruti,Maruti Ritz VDi,2014,Diesel,5.0,1248
Maruti,Maruti Swift VXI,2013,Petrol,5.0,1197
Maruti,Maruti Baleno Alpha 1.2,2017,Petrol,5.0,1197
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,Petrol,5.0,1197
Hyundai,Hyundai i20 Active 1.2 S,2017,Petrol,5.0,1197
Ford,Ford Endeavour 2.2 Titanium AT 4X2,2016,Diesel,7.0,2198
Hyundai,Hyundai i20 1.2 Magna Executive,2017,Petrol,5.0,1197
Tata,Tata Indigo CS LX (TDI) BS III,2009,Diesel,5.0,1396
Maruti,Maruti Eeco 5 Seater AC BSIV,2019,Petrol,5.0,1196
Maruti,Maruti Alto 800 LXI,2013,Petrol,5.0,796
Maruti,Maruti Swift AMT VXI,2018,Petrol,5.0,1197
Hyundai,Hyundai i20 Active SX Petrol,2019,Petrol,5.0,1197
Maruti,Maruti Wagon R VXI Optional,2017,Petrol,5.0,998
Tata,Tata Nexon 1.2 Revotron XM,2018,Petrol,5.0,1198
Maruti,Maruti Swift Dzire VXI,2014,Petrol,5.0,1197
Hyundai,Hyundai i20 1.4 CRDi Asta,2011,Diesel,5.0,1396
Toyota,Toyota Corolla Altis 1.8 VL AT,2009,Petrol,5.0,1794
Tata,Tata Zest Revotron 1.2T XMS,2019,Petrol,5.0,1193
Ford,Ford Fiesta Classic 1.4 SXI Duratorq,2008,Diesel,5.0,1399
Maruti,Maruti Alto 800 LXI,2013,Petrol,5.0,796
Maruti,Maruti Ritz VDi,2012,Diesel,5.0,1248
Maruti,Maruti Zen Std,1999,Petrol,5.0,993
Hyundai,Hyundai EON D Lite Plus,2014,Petrol,5.0,814
Mahindra,Mahindra Bolero 2011-2019 DI - AC BS III,2014,Diesel,9.0,2523
Hyundai,Hyundai i20 Asta 1.2,2013,Petrol,5.0,1197
Hyundai,Hyundai Santro Xing XG AT eRLX Euro II,2006,Petrol,,nan
Mahindra,Mahindra Xylo D2 Maxx,2015,Diesel,9.0,2489
Honda,Honda City V MT,2012,Petrol,5.0,1497
Ford,Ford Fiesta 1.4 SXi TDCi ABS,2010,Diesel,5.0,1399
Maruti,Maruti 800 Std,2004,Petrol,4.0,796
Hyundai,Hyundai EON Era Plus,2016,Petrol,5.0,814
Ford,Ford Figo Aspire 1.5 Ti-VCT Titanium,2017,Petrol,5.0,1499
Maruti,Maruti Alto 800 LXI,2017,Petrol,5.0,796
Hyundai,Hyundai i20 Active 1.4 S,2018,Diesel,5.0,1396
Ford,Ford EcoSport 1.5 TDCi Trend Plus BSIV,2017,Diesel,5.0,1498
Hyundai,Hyundai i10 Era,2012,Petrol,5.0,1086
Maruti,Maruti Alto LX BSIII,2010,Petrol,5.0,796
Ford,Ford Figo 1.5D Ambiente MT,2016,Diesel,5.0,1498
Maruti,Maruti Swift 1.3 VXi,2008,Petrol,,nan
Chevrolet,Chevrolet Enjoy 1.3 TCDi LS 8,2016,Diesel,8.0,1248
Hyundai,Hyundai Verna 1.6 SX,2012,Diesel,5.0,1582
Mahindra,Mahindra Scorpio 1.99 S8,2016,Diesel,7.0,1997
Maruti,Maruti Swift Dzire ZXi,2012,Petrol,5.0,1298
Hyundai,Hyundai Elite i20 Petrol Asta,2019,Petrol,5.0,1197
Mahindra,Mahindra Scorpio VLX 2WD BSIII,2012,Diesel,8.0,2179
Volkswagen,Volkswagen Polo Diesel Highline 1.2L,2012,Diesel,5.0,1199
Maruti,Maruti Alto LX BSIII,2006,Petrol,5.0,796
Maruti,Maruti Alto 800 LX,2016,Petrol,5.0,796
Honda,Honda WR-V i-DTEC VX,2019,Diesel,5.0,1498
Tata,Tata Indica V2 LSi,2008,Petrol,5.0,1193
Maruti,Maruti Alto LXI,2003,Petrol,5.0,796
Honda,Honda City 1.5 EXI,2005,Petrol,5.0,1493
Skoda,Skoda Octavia Ambiente 1.9 TDI MT,2003,Diesel,5.0,1896
Tata,Tata Indica Vista Terra 1.4 TDI,2009,Diesel,5.0,1405
Hyundai,Hyundai Grand i10 1.2 Kappa Magna AT,2017,Petrol,5.0,1197
Maruti,Maruti Wagon R LXI,2020,Petrol,5.0,998
Tata,Tata Tigor 1.2 Revotron XZ,2018,Petrol,5.0,1199
Maruti,Maruti Alto K10 VXI,2017,Petrol,5.0,998
Maruti,Maruti Swift Dzire VDI,2013,Diesel,5.0,1248
Hyundai,Hyundai Grand i10 Asta Option,2014,Petrol,5.0,1197
Tata,Tata Indica Vista Aqua 1.4 TDI,2009,Diesel,5.0,1405
Maruti,Maruti Ritz VDi,2011,Diesel,5.0,1248
Tata,Tata Tiago 1.2 Revotron XZ,2017,Petrol,5.0,1199
Chevrolet,Chevrolet Spark 1.0 LT Option Pack w/ Airbag,2009,Petrol,5.0,995
Skoda,Skoda Rapid 1.5 TDI Ambition BSIV,2018,Diesel,5.0,1498
Maruti,Maruti 800 Std,2003,Petrol,4.0,796
Renault,Renault Duster 110PS Diesel RxZ,2012,Diesel,5.0,1461
Mahindra,Mahindra XUV500 W8 4WD,2012,Diesel,7.0,2179
Volkswagen,Volkswagen CrossPolo 1.5 TDI,2014,Diesel,5.0,1498
Ford,Ford Fiesta 1.5 TDCi Ambiente,2014,Diesel,5.0,1498
Maruti,Maruti Zen VXI,1998,Petrol,5.0,993
Hyundai,Hyundai i10 Magna 1.2 iTech SE,2011,Petrol,5.0,1197
Mahindra,Mahindra XUV500 W10 2WD,2015,Diesel,7.0,2179
Mahindra,Mahindra Bolero 2011-2019 SLX,2013,Diesel,7.0,2523
Mahindra,Mahindra Bolero 2011-2019 ZLX,2014,Diesel,7.0,2523
Mahindra,Mahindra Bolero 2011-2019 Plus AC,2014,Diesel,9.0,2523
Tata,Tata Indica Vista Terra Quadrajet 1.3L BS IV,2011,Diesel,5.0,1248
Mahindra,Mahindra Xylo E4,2010,Diesel,7.0,2498
Tata,Tata Zest Revotron 1.2T XM,2016,Petrol,5.0,1193
Maruti,Maruti Swift Dzire VDI,2014,Diesel,5.0,1248
Tata,Tata Manza Aura (ABS) Quadrajet BS IV,2010,Diesel,5.0,1248
Chevrolet,Chevrolet Enjoy TCDi LS 8 Seater,2014,Diesel,8.0,1248
Honda,Honda City i VTEC V,2015,Petrol,5.0,1497
Hyundai,Hyundai i10 Magna,2010,Petrol,5.0,1197
Honda,Honda City i DTEC V,2014,Diesel,5.0,1498
Hyundai,Hyundai i20 Active 1.4 SX with AVN,2015,Diesel,5.0,1396
Ford,Ford Figo Diesel Titanium,2012,Diesel,5.0,1399
Ford,Ford Figo Diesel Celebration Edition,2013,Diesel,5.0,1399
Tata,Tata Zest Quadrajet 1.3 XT,2018,Diesel,5.0,1248
Mahindra,Mahindra XUV500 W8 AWD,2015,Diesel,7.0,2179
Jaguar,Jaguar XF 2.2 Litre Luxury,2015,Diesel,5.0,2179
Tata,Tata New Safari DICOR 2.2 LX 4x2,2012,Diesel,7.0,2179
Maruti,Maruti Alto 800 VXI,2016,Petrol,5.0,796
Hyundai,Hyundai EON Era Plus,2018,Petrol,5.0,814
Maruti,Maruti Alto 800 LXI,2015,Petrol,5.0,796
Hyundai,Hyundai Santro Xing GLS,2011,Petrol,5.0,1086
Maruti,Maruti Swift Dzire VDI,2013,Diesel,5.0,1248
Datsun,Datsun GO A,2015,Petrol,5.0,1198
Hyundai,Hyundai i20 1.4 Sportz,2017,Diesel,5.0,1396
Skoda,Skoda Fabia 1.2L Diesel Ambiente,2011,Diesel,5.0,1199
Volkswagen,Volkswagen Vento Diesel Comfortline,2011,Diesel,5.0,1598
Hyundai,Hyundai Grand i10 Asta,2016,Petrol,5.0,1197
Ford,Ford Endeavour 3.2 Titanium AT 4X4,2018,Diesel,7.0,3198
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,Petrol,5.0,1197
Tata,Tata Indica Vista Aura 1.3 Quadrajet (ABS),2011,Diesel,5.0,1248
Hyundai,Hyundai EON Era Plus,2012,Petrol,5.0,814
Maruti,Maruti Wagon R LX BSIII,2006,Petrol,5.0,1061
Maruti,Maruti Alto 800 VXI,2017,Petrol,5.0,796
Renault,Renault KWID Climber 1.0 MT,2017,Petrol,5.0,999
Maruti,Maruti Alto K10 2010-2014 VXI,2014,Petrol,5.0,998
Hyundai,Hyundai Elite i20 Petrol CVT Magna Executive,2019,Petrol,5.0,1197
Volkswagen,Volkswagen Polo Select 1.5 TDI Highline,2016,Diesel,5.0,1498
Honda,Honda City i DTEC S,2015,Diesel,5.0,1498
Datsun,Datsun GO T BSIV,2017,Petrol,5.0,1198
Hyundai,Hyundai Verna VTVT 1.6 SX,2019,Petrol,5.0,1591
Toyota,Toyota Etios Diesel TRD Sportivo,2012,Diesel,5.0,1364
Tata,Tata Nexon 1.2 Revotron XM,2018,Petrol,5.0,1198
Hyundai,Hyundai Elite i20 Sportz Plus CVT BSIV,2019,Petrol,5.0,1197
Hyundai,Hyundai Grand i10 CRDi Magna,2014,Diesel,5.0,1120
Maruti,Maruti Alto 800 LXI,2015,Petrol,5.0,796
Tata,Tata New Safari DICOR 2.2 EX 4x2,2010,Diesel,7.0,2179
Chevrolet,Chevrolet Sail Hatchback LT ABS,2013,Diesel,5.0,1248
Maruti,Maruti Wagon R LXI CNG Optional,2019,CNG,5.0,998
Tata,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,2018,Diesel,5.0,1497
Tata,Tata Tiago 1.2 Revotron XE,2018,Petrol,5.0,1199
Maruti,Maruti Ritz VDi,2013,Diesel,5.0,1248
Maruti,Maruti Swift Dzire ZDI,2015,Diesel,5.0,1248
Ford,Ford EcoSport 1.5 Diesel Titanium BSIV,2018,Diesel,5.0,1498
Ford,Ford Figo Diesel Titanium,2011,Diesel,5.0,1399
Hyundai,Hyundai i20 1.4 CRDi Asta,2011,Diesel,5.0,1396
Maruti,Maruti Ciaz ZXi Plus,2015,Petrol,5.0,1373
Hyundai,Hyundai Creta 1.6 CRDi SX Option,2015,Diesel,5.0,1582
Mahindra,Mahindra Scorpio LX,2012,Diesel,9.0,2179
Hyundai,Hyundai Xcent 1.2 CRDi E,2018,Diesel,5.0,1186
Honda,Honda Amaze S Diesel BSIV,2018,Diesel,5.0,1498
Maruti,Maruti Alto LXi,2007,Petrol,5.0,796
Mahindra,Mahindra Scorpio LX,2012,Diesel,9.0,2179
Hyundai,Hyundai Verna 1.6 SX CRDi (O),2014,Diesel,5.0,1582
Nissan,Nissan Sunny XL,2011,Petrol,5.0,1498
Mahindra,Mahindra Scorpio 1.99 S6 Plus,2015,Diesel,7.0,1997
Maruti,Maruti Ritz VDi,2012,Diesel,5.0,1248
Maruti,Maruti Ignis 1.2 Alpha BSIV,2017,Petrol,5.0,1197
Tata,Tata Safari DICOR 2.2 EX 4x2,2011,Diesel,7.0,2179
Maruti,Maruti Alto LX,2010,Petrol,5.0,796
Volkswagen,Volkswagen Polo Diesel Highline 1.2L,2013,Diesel,5.0,1199
Maruti,Maruti Swift Dzire LXI,2017,Petrol,5.0,1197
Ford,Ford EcoSport 1.5 Petrol Titanium BSIV,2019,Petrol,5.0,1497
Mahindra,Mahindra KUV 100 D75 K8,2020,Diesel,6.0,1198
Maruti,Maruti Swift Dzire ZDI Plus,2018,Diesel,5.0,1248
Hyundai,Hyundai Santro Xing GLS,2013,Petrol,5.0,1086
Maruti,Maruti Estilo LXI,2010,Petrol,,nan
Hyundai,Hyundai i20 Sportz 1.4 CRDi,2012,Diesel,5.0,1396
Tata,Tata Tiago NRG Petrol AMT,2019,Petrol,5.0,1199
Maruti,Maruti Alto LX,2004,Petrol,5.0,796
Maruti,Maruti Wagon R VXI BS IV,2016,Petrol,5.0,998
Maruti,Maruti 800 DX,1999,Petrol,4.0,796
Chevrolet,Chevrolet Enjoy TCDi LS 8 Seater,2015,Diesel,8.0,1248
Honda,Honda City V MT,2009,Petrol,5.0,1497
Hyundai,Hyundai EON Magna Plus,2013,Petrol,5.0,814
Tata,Tata Hexa XT,2017,Diesel,7.0,2179
Toyota,Toyota Innova 2.5 GX 8 STR,2012,Diesel,8.0,2494
Hyundai,Hyundai i20 Asta 1.4 CRDi,2013,Diesel,5.0,1396
Mahindra,Mahindra Scorpio 1.99 S10,2017,Diesel,7.0,1997
Hyundai,Hyundai Verna 1.6 CRDI,2012,Diesel,5.0,1582
Hyundai,Hyundai i20 Petrol CVT Asta,2018,Petrol,5.0,1197
Renault,Renault Duster 110PS Diesel RxZ,2014,Diesel,5.0,1461
Tata,Tata Nano Twist XT,2014,Petrol,4.0,624
Mahindra,Mahindra XUV500 W10 2WD,2015,Diesel,7.0,2179
Hyundai,Hyundai Santro Xing GL,2010,Petrol,5.0,1086
Maruti,Maruti Alto LX BSIII,2008,Petrol,5.0,796
Hyundai,Hyundai Santro AT CNG,2003,CNG,,nan
Ford,Ford Fiesta EXi 1.4 TDCi Ltd,2010,Diesel,5.0,1399
Ford,Ford Fiesta Classic 1.4 Duratorq LXI,2013,Diesel,5.0,1388
Ford,Ford EcoSport 1.5 TDCi Titanium BSIV,2015,Diesel,5.0,1498
Ford,Ford EcoSport 1.5 TDCi Signature BSIV,2018,Diesel,5.0,1498
Ford,Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,Diesel,5.0,1498
Ford,Ford Aspire Titanium Diesel BSIV,2017,Diesel,5.0,1498
Ford,Ford Figo Aspire Titanium,2015,Petrol,5.0,1194
Mahindra,Mahindra Verito 1.5 D2 BSIII,2011,Diesel,5.0,1461
Hyundai,Hyundai i20 2015-2017 Magna 1.4 CRDi,2016,Diesel,5.0,1396
Maruti,Maruti Swift VDi BSIII W/ ABS,2010,Diesel,5.0,1248
Mahindra,Mahindra Verito 1.5 D2 BSIII,2011,Diesel,5.0,1461
Ford,Ford Fiesta Classic 1.4 Duratorq CLXI,2012,Diesel,5.0,1399
Volkswagen,Volkswagen Vento Diesel Highline,2011,Diesel,5.0,1598
Honda,Honda City 2017-2020 GXi,2007,Petrol,5.0,1497
Maruti,Maruti Celerio VXI AT,2017,Petrol,5.0,998
Datsun,Datsun GO Plus A,2016,Petrol,7.0,1198
Ford,Ford Fiesta Classic 1.4 Duratorq LXI,2011,Diesel,5.0,1388
Jaguar,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,Diesel,5.0,1999
Lexus,Lexus ES 300h,2019,Petrol,5.0,2487
Jaguar,Jaguar XF 2.0 Diesel Portfolio,2017,Diesel,5.0,1999
Tata,Tata Safari Storme EX,2015,Diesel,7.0,2179
Volvo,Volvo XC40 D4 Inscription BSIV,2019,Diesel,5.0,1969
Toyota,Toyota Camry 2.5 Hybrid,2016,Petrol,5.0,2494
Maruti,Maruti Wagon R LXI,2013,Petrol,5.0,998
Maruti,Maruti Baleno Alpha 1.3,2018,Diesel,5.0,1248
Honda,Honda Jazz VX,2016,Petrol,5.0,1199
Toyota,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,Diesel,7.0,2494
Maruti,Maruti Swift AMT VVT VXI,2019,Petrol,5.0,1197
Toyota,Toyota Etios VX,2017,Petrol,5.0,1496
Maruti,Maruti Swift AMT ZXI,2018,Petrol,5.0,1197
Hyundai,Hyundai Grand i10 1.2 CRDi Sportz,2017,Diesel,5.0,1186
BMW,BMW X4 M Sport X xDrive20d,2019,Diesel,5.0,1995
BMW,BMW X4 M Sport X xDrive20d,2019,Diesel,5.0,1995
Honda,Honda Amaze V CVT Petrol BSIV,2019,Petrol,5.0,1199
Skoda,Skoda Rapid 1.6 MPI AT Elegance,2016,Petrol,5.0,1598
Volvo,Volvo V40 D3 R-Design,2018,Diesel,5.0,1984
Jaguar,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,Diesel,5.0,1999
Lexus,Lexus ES 300h,2019,Petrol,5.0,2487
Jaguar,Jaguar XF 2.0 Diesel Portfolio,2017,Diesel,5.0,1999
Tata,Tata Safari Storme EX,2015,Diesel,7.0,2179
Volvo,Volvo XC40 D4 Inscription BSIV,2019,Diesel,5.0,1969
Toyota,Toyota Camry 2.5 Hybrid,2016,Petrol,5.0,2494
Maruti,Maruti Wagon R LXI,2013,Petrol,5.0,998
Maruti,Maruti Baleno Alpha 1.3,2018,Diesel,5.0,1248
Honda,Honda Jazz VX,2016,Petrol,5.0,1199
Toyota,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,Diesel,7.0,2494
Maruti,Maruti Swift AMT VVT VXI,2019,Petrol,5.0,1197
Toyota,Toyota Etios VX,2017,Petrol,5.0,1496
Maruti,Maruti Swift AMT ZXI,2018,Petrol,5.0,1197
Hyundai,Hyundai Grand i10 1.2 CRDi Sportz,2017,Diesel,5.0,1186
BMW,BMW X4 M Sport X xDrive20d,2019,Diesel,5.0,1995
BMW,BMW X4 M Sport X xDrive20d,2019,Diesel,5.0,1995
Honda,Honda Amaze V CVT Petrol BSIV,2019,Petrol,5.0,1199
Skoda,Skoda Rapid 1.6 MPI AT Elegance,2016,Petrol,5.0,1598
Volvo,Volvo V40 D3 R-Design,2018,Diesel,5.0,1984
Maruti,Maruti Swift Dzire LDI,2019,Diesel,5.0,1248
Hyundai,Hyundai Santro Xing GLS,2010,Petrol,5.0,1086
Hyundai,Hyundai i20 Sportz 1.4 CRDi,2012,Diesel,5.0,1396
Hyundai,Hyundai Santro Magna BSIV,2019,Petrol,5.0,1086
Mahindra,Mahindra XUV500 W8 4WD,2012,Diesel,7.0,2179
BMW,BMW X5 3.0d,2008,Diesel,5.0,2993
BMW,BMW 5 Series 520d Sedan,2008,Diesel,,nan
Skoda,Skoda Rapid 1.5 TDI Ambition,2014,Diesel,5.0,1498
Mahindra,Mahindra Scorpio S10 7 Seater,2015,Diesel,7.0,2179
Chevrolet,Chevrolet Enjoy TCDi LTZ 7 Seater,2013,Diesel,7.0,1248
Maruti,Maruti Ciaz 1.3 Alpha,2018,Diesel,5.0,1248
Tata,Tata Aria Pleasure 4x2,2013,Diesel,7.0,2179
Mahindra,Mahindra KUV 100 mFALCON G80 K6 AW,2017,Petrol,6.0,1198
Renault,Renault Duster 110PS Diesel RxL,2014,Diesel,5.0,1461
Honda,Honda WR-V i-VTEC VX,2017,Petrol,5.0,1199
Tata,Tata Zest Revotron 1.2 XT,2017,Petrol,5.0,1193
Hyundai,Hyundai Creta 1.4 CRDi S,2017,Diesel,5.0,1396
Volkswagen,Volkswagen Ameo 1.2 MPI Comfortline,2016,Petrol,5.0,1198
Mahindra,Mahindra Bolero 2011-2019 ZLX,2014,Diesel,7.0,2523
Mahindra,Mahindra Scorpio 2006-2009 LX 2.6 Turbo 9 Str,2007,Diesel,9.0,2609
Maruti,Maruti 800 AC BSIII,2007,Petrol,4.0,796
Hyundai,Hyundai Verna 1.6 CRDI,2013,Diesel,5.0,1582
Tata,Tata Indica V2 DLE BSII,2009,Diesel,5.0,1396
Renault,Renault KWID RXT,2017,Petrol,5.0,799
Hyundai,Hyundai i20 Active 1.2 S,2017,Petrol,5.0,1197
Renault,Renault KWID 1.0 RXT Optional,2016,Petrol,5.0,999
Hyundai,Hyundai i20 1.2 Spotz,2018,Petrol,5.0,1197
Honda,Honda Jazz 1.5 VX i DTEC,2015,Diesel,5.0,1498
Maruti,Maruti Swift VDI,2012,Diesel,5.0,1248
Maruti,Maruti Swift Dzire ZDI,2014,Diesel,5.0,1248
Maruti,Maruti Alto K10 LXI,2014,Petrol,5.0,998
Maruti,Maruti Swift Dzire ZDI,2013,Diesel,5.0,1248
Mahindra,Mahindra Scorpio VLX 2WD BSIV,2012,Diesel,8.0,2179
Tata,Tata Tiago 1.2 Revotron XZ,2018,Petrol,5.0,1199
Mahindra,Mahindra XUV500 W6 2WD,2013,Diesel,7.0,2179
Hyundai,Hyundai Santro Xing XK eRLX Euro II,2008,Petrol,5.0,1086
Maruti,Maruti 800 AC,2007,Petrol,4.0,796
Mahindra,Mahindra Bolero Pik-Up CBC 1.7T,2019,Diesel,2.0,2523
Tata,Tata Tiago 2019-2020 XZ,2020,Petrol,5.0,1199
Hyundai,Hyundai Verna CRDi SX ABS,2007,Diesel,5.0,1493
Skoda,Skoda Rapid 1.5 TDI Ambition BSIV,2018,Diesel,5.0,1498
Nissan,Nissan Sunny Diesel XV,2013,Diesel,5.0,1461
Maruti,Maruti Swift Dzire ZDI,2018,Diesel,5.0,1248
Hyundai,Hyundai Santro Asta BSIV,2018,Petrol,5.0,1086
Hyundai,Hyundai i20 1.2 Spotz,2017,Petrol,5.0,1197
Tata,Tata Tiago 1.2 Revotron XZ,2017,Petrol,5.0,1199
Toyota,Toyota Innova Crysta 2.4 ZX AT,2020,Diesel,7.0,2393
Maruti,Maruti 800 AC,1999,Petrol,4.0,796
Hyundai,Hyundai i20 Asta 1.4 CRDi (Diesel),2010,Diesel,5.0,1396
Honda,Honda Civic 1.8 V MT,2008,Petrol,5.0,1799
Maruti,Maruti Eeco 5 Seater AC BSIV,2017,Petrol,5.0,1196
Mahindra,Mahindra Xylo E8 ABS Airbag,2011,Diesel,7.0,2498
Renault,Renault KWID 1.0 RXT Optional,2016,Petrol,5.0,999
BMW,BMW 3 Series 320d Highline,2012,Diesel,5.0,1995
