company,Model name,year,fuel,seats,engine,km_driven,mileage,max_power,torque,Insurance 
Maruti,Maruti Alto 800 VXI,2016,Petrol,5,2523 CC,110000,15.96 kmpl,62.1 bhp,195Nm@ 1400-2200rpm,"Comapany Name:Acko,Policy Plan:4578"
Hyundai,Hyundai EON Era Plus,2018,Petrol,5,1461 CC,67000,18.5 kmpl,63.12 bhp,160Nm@ 2000rpm,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Alto 800 LXI,2015,Petrol,5,1248 CC,50000,,74 bhp,190Nm@ 2000rpm,"Comapany Name:Acko,Policy Plan:4578"
Hyundai,Hyundai Santro Xing GLS,2011,Petrol,5,1582 CC,100000,14.95 kmpl,126.3 bhp,259.9Nm@ 1900-2750rpm,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Swift Dzire VDI,2013,Diesel,5,1364 CC,80000,16.8 kmpl,67.05 bhp,170Nm@ 1800-2400rpm,"Comapany Name:Acko,Policy Plan:4578"
Hyundai,Hyundai i20 1.4 Sportz,2017,Diesel,5,1399 CC,50000,17.8 kmpl,68 bhp,160Nm@ 2000rpm,"Comapany Name:Acko,Policy Plan:4578"
Volkswagen,Volkswagen Vento Diesel Comfortline,2011,Diesel,5,1298 CC,70000,16.1 kmpl,85 bhp,110Nm@ 4500rpm,"Comapany Name:Acko,Policy Plan:4578"
Hyundai,Hyundai Grand i10 Asta,2016,Petrol,5,796 CC,70000,21.1 kmpl,35 bhp,6.1kgm@ 3000rpm,"Comapany Name:Acko,Policy Plan:4578"
Ford,Ford Endeavour 3.2 Titanium AT 4X4,2018,Diesel,7,1248 CC,50000,17.01 kmpl,88.5 bhp,200Nm@ 1750rpm,"Comapany Name:Acko,Policy Plan:4578"
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,Petrol,5,1461 CC,65000,24.7 kmpl,83.8 bhp,200Nm@ 1900rpm,"Comapany Name:Acko,Policy Plan:4578"
Tata,Tata Indica Vista Aura 1.3 Quadrajet (ABS),2011,Diesel,5,1248 CC,200000,21.19 kmpl,88.76 bhp,200Nm@ 1750rpm,"Comapany Name:Acko,Policy Plan:4578"
Hyundai,Hyundai EON Era Plus,2012,Petrol,5,1248 CC,7500,22.77 kmpl,88.50 bhp,200Nm@ 1750rpm,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Wagon R LX BSIII,2006,Petrol,5,1461 CC,65000,19.81 kmpl,83.8 bhp,200Nm@ 1900rpm,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Alto 800 VXI,2017,Petrol,5,1197 CC,35000,19.7 kmpl,85.8 bhp,114Nm@ 4000rpm,"Comapany Name:Acko,Policy Plan:4578"
Renault,Renault KWID Climber 1.0 MT,2017,Petrol,5,2993 CC,60000,25.83 kmpl,235 bhp,"51@ 1,750-3,000(kgm@ rpm)","Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Alto K10 2010-2014 VXI,2014,Petrol,5,1197 CC,71000,,85 bhp,"113Nm@ 4,500rpm","Comapany Name:Acko,Policy Plan:4578"
Hyundai,Hyundai Elite i20 Petrol CVT Magna Executive,2019,Petrol,5,998 CC,30000,18.2 kmpl,67.05 bhp,90Nm@ 3500rpm,"Comapany Name:Acko,Policy Plan:4578"
Volkswagen,Volkswagen Polo Select 1.5 TDI Highline,2016,Diesel,5,796 CC,50000,22.32 kmpl,46.3 bhp,62Nm@ 3000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Honda,Honda City i DTEC S,2015,Diesel,5,2143 CC,80000,15.4 kmpl,170 bhp,400Nm@ 1400-2800rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Hyundai,Hyundai Verna VTVT 1.6 SX,2019,Petrol,5,1198 CC,90000,17.5 kmpl,75 bhp,104Nm@ 4000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Toyota,Toyota Etios Diesel TRD Sportivo,2012,Diesel,5,1197 CC,13000,18.6 kmpl,81.83 bhp,114.7Nm@ 4000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Tata,Tata Nexon 1.2 Revotron XM,2018,Petrol,5,796 CC,100000,12.05 kmpl,37 bhp,59Nm@ 2500rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Hyundai,Hyundai Elite i20 Sportz Plus CVT BSIV,2019,Petrol,5,,80000,22.07 kmpl,,,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Hyundai,Hyundai Grand i10 CRDi Magna,2014,Diesel,5,1498 CC,30000,19.7 kmpl,98.6 bhp,200Nm@ 1750rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Maruti,Maruti Alto 800 LXI,2015,Petrol,5,2523 CC,120000,22.74 kmpl,62.1 bhp,195Nm@ 1400-2200rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Tata,Tata New Safari DICOR 2.2 EX 4x2,2010,Diesel,7,1248 CC,120000,25.5 kmpl,75 bhp,190Nm@ 2000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Maruti,Maruti Wagon R LXI CNG Optional,2019,CNG,5,814 CC,70000,16.84 kmpl,55.2 bhp,74.5Nm@ 4000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Tata,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,2018,Diesel,5,1248 CC,210000,19.7 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Tata,Tata Tiago 1.2 Revotron XE,2018,Petrol,5,1396 CC,148000,13.0 kmpl,69 bhp,135Nm@ 2500rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Maruti,Maruti Ritz VDi,2013,Diesel,5,1493 CC,54188,18.7 kmpl,100 bhp,240Nm@ 1600-2800rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Maruti,Maruti Swift Dzire ZDI,2015,Diesel,5,1493 CC,60000,17.0 kmpl,100 bhp,240Nm@ 1600-2800rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Ford,Ford EcoSport 1.5 Diesel Titanium BSIV,2018,Diesel,5,1598 CC,90000,18.9 kmpl,103.5 bhp,250Nm@ 1500-2500rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Ford,Ford Figo Diesel Titanium,2011,Diesel,5,1199 CC,100000,21.79 kmpl,79.4 bhp,108Nm@ 4400rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Hyundai,Hyundai i20 1.4 CRDi Asta,2011,Diesel,5,814 CC,40000,20.3 kmpl,55.2 bhp,74.5Nm@ 4000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Maruti,Maruti Ciaz ZXi Plus,2015,Petrol,5,1198 CC,35000,23.95 kmpl,67 bhp,104Nm@ 4000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Hyundai,Hyundai Creta 1.6 CRDi SX Option,2015,Diesel,5,999 CC,20000,23.4 kmpl,67 bhp,91Nm@ 4250rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Mahindra,Mahindra Scorpio LX,2012,Diesel,9,796 CC,144000,18.9 kmpl,32.8 bhp,57Nm@ 2500rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Hyundai,Hyundai Xcent 1.2 CRDi E,2018,Diesel,5,1197 CC,54043,17.0 kmpl,81.86 bhp,113.75Nm@ 4000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Honda,Honda Amaze S Diesel BSIV,2018,Diesel,5,1582 CC,66657,21.1 kmpl,126.32 bhp,259.8Nm@ 1900-2750rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Maruti,Maruti Alto LXi,2007,Petrol,5,1405 CC,42000,23.84 kmpl,69.01 bhp,135Nm@ 2500rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Mahindra,Mahindra Scorpio LX,2012,Diesel,9,1197 CC,35582,16.5 kmpl,82.85 bhp,113.7Nm@ 4000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Hyundai,Hyundai Verna 1.6 SX CRDi (O),2014,Diesel,5,1197 CC,54327,21.13 kmpl,103.6 bhp,175Nm@ 1500-4100rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Mahindra,Mahindra Scorpio 1.99 S6 Plus,2015,Diesel,7,1198 CC,7949,16.1 kmpl,73.75 bhp,110Nm@ 3750rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Maruti,Maruti Ritz VDi,2012,Diesel,5,1197 CC,59734,19.01 kmpl,78.9 bhp,111.8Nm@ 4000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Maruti,Maruti Ignis 1.2 Alpha BSIV,2017,Petrol,5,1497 CC,49185,15.1 kmpl,116.4 bhp,146Nm@ 4800rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Tata,Tata Safari DICOR 2.2 EX 4x2,2011,Diesel,7,1197 CC,56389,20.14 kmpl,78.9 bhp,111.7Nm@ 4000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Maruti,Maruti Alto LX,2010,Petrol,5,1198 CC,58245,25.01 kmpl,73.9 bhp,110Nm@ 3750rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Volkswagen,Volkswagen Polo Diesel Highline 1.2L,2013,Diesel,5,1198 CC,36422,17.3 kmpl,75 bhp,104Nm@ 4000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Maruti,Maruti Swift Dzire LXI,2017,Petrol,5,1198 CC,42535,20.36 kmpl,88.8 bhp,110Nm@ 4800rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Ford,Ford EcoSport 1.5 Petrol Titanium BSIV,2019,Petrol,5,1197 CC,40736,16.0 kmpl,78.9 bhp,111.8Nm@ 4000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Mahindra,Mahindra KUV 100 D75 K8,2020,Diesel,6,1197 CC,56246,15.96 kmpl,85.8 bhp,114Nm@ 4000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Maruti,Maruti Swift Dzire ZDI Plus,2018,Diesel,5,1197 CC,55403,15.96 kmpl,85.8 bhp,114Nm@ 4000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Hyundai,Hyundai Santro Xing GLS,2013,Petrol,5,1199 CC,30000,15.96 kmpl,84 bhp,114Nm@ 3500rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Maruti,Maruti Estilo LXI,2010,Petrol,,998 CC,67000,18.0 kmpl,67.05 bhp,90Nm@ 3500rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Hyundai,Hyundai i20 Sportz 1.4 CRDi,2012,Diesel,5,1591 CC,70000,14.0 kmpl,121.3 bhp,154.9Nm@ 4200rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Tata,Tata Tiago NRG Petrol AMT,2019,Petrol,5,1120 CC,90000,17.57 kmpl,70 bhp,160Nm@ 1500-2750rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Maruti,Maruti Alto LX,2004,Petrol,5,1197 CC,7500,23.4 kmpl,81.86 bhp,114.73nm@ 4000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Maruti,Maruti Wagon R VXI BS IV,2016,Petrol,5,2179 CC,80000,21.12 kmpl,138.1 bhp,320Nm@ 1700-2700rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Maruti,Maruti 800 DX,1999,Petrol,4,1396 CC,186000,18.2 kmpl,70 bhp,140Nm@ 1800-3000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Honda,Honda City V MT,2009,Petrol,5,1396 CC,110000,17.4 kmpl,69 bhp,140Nm@ 1800-3000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Hyundai,Hyundai EON Magna Plus,2013,Petrol,5,1399 CC,120000,20.36 kmpl,68 bhp,"16.3@ 2,000(kgm@ rpm)","Comapany Name:ICICI Lombard,Policy Plan:1800000"
Tata,Tata Hexa XT,2017,Diesel,7,1399 CC,105358,26.0 kmpl,67 bhp,160Nm@ 2000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Toyota,Toyota Innova 2.5 GX 8 STR,2012,Diesel,8,1197 CC,70000,21.19 kmpl,81.83 bhp,114.7Nm@ 4000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Hyundai,Hyundai i20 Asta 1.4 CRDi,2013,Diesel,5,1086 CC,49200,20.0 kmpl,68.05 bhp,99.04Nm@ 4500rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Mahindra,Mahindra Scorpio 1.99 S10,2017,Diesel,7,1497 CC,40000,20.0 kmpl,117.6 bhp,145Nm@ 4600rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Hyundai,Hyundai Verna 1.6 CRDI,2012,Diesel,5,1498 CC,40000,20.65 kmpl,98.6 bhp,200Nm@ 1750rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Hyundai,Hyundai i20 Petrol CVT Asta,2018,Petrol,5,1493 CC,40000,15.1 kmpl,100 bhp,240Nm@ 1600-2800rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Renault,Renault Duster 110PS Diesel RxZ,2014,Diesel,5,1199 CC,70000,16.36 kmpl,79.4 bhp,108Nm@ 4400rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Tata,Tata Nano Twist XT,2014,Petrol,4,1582 CC,110000,11.57 kmpl,126.2 bhp,259.9Nm@ 1900-2750rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Mahindra,Mahindra XUV500 W10 2WD,2015,Diesel,7,998 CC,100000,22.74 kmpl,67.05 bhp,90Nm@ 3500rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Hyundai,Hyundai Santro Xing GL,2010,Petrol,5,1197 CC,10000,21.1 kmpl,81.86 bhp,113.75nm@ 4000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Maruti,Maruti Alto LX BSIII,2008,Petrol,5,2755 CC,70000,22.74 kmpl,174.5 bhp,450Nm@ 1600-2400rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Hyundai,Hyundai Santro AT CNG,2003,CNG,,2393 CC,100600,17.92 kmpl,147.8 bhp,343Nm@ 1400-2800rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Ford,Ford Fiesta EXi 1.4 TDCi Ltd,2010,Diesel,5,1995 CC,50000,23.4 kmpl,184 bhp,380Nm@ 1750-2750rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Ford,Ford Fiesta Classic 1.4 Duratorq LXI,2013,Diesel,5,2179 CC,136000,20.63 kmpl,140 bhp,330Nm@ 1600-2800rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Ford,Ford EcoSport 1.5 TDCi Titanium BSIV,2015,Diesel,5,2143 CC,48000,22.54 kmpl,136 bhp,300Nm@ 1600-3000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Ford,Ford EcoSport 1.5 TDCi Signature BSIV,2018,Diesel,5,1399 CC,110000,19.5 kmpl,68 bhp,"16.3@ 2,000(kgm@ rpm)","Comapany Name:ICICI Lombard,Policy Plan:1800000"
Ford,Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,Diesel,5,1461 CC,86000,20.54 kmpl,108.45 bhp,248Nm@ 2250rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Ford,Ford Aspire Titanium Diesel BSIV,2017,Diesel,5,796 CC,141000,18.9 kmpl,46.3 bhp,62Nm@ 3000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Ford,Ford Figo Aspire Titanium,2015,Petrol,5,1497 CC,80000,10.91 kmpl,118 bhp,146Nm at 4800 rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Mahindra,Mahindra Verito 1.5 D2 BSIII,2011,Diesel,5,2179 CC,140000,18.9 kmpl,140 bhp,330Nm@ 1600-2800rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Hyundai,Hyundai i20 2015-2017 Magna 1.4 CRDi,2016,Diesel,5,1248 CC,65000,18.0 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Maruti,Maruti Swift VDi BSIII W/ ABS,2010,Diesel,5,1248 CC,110000,21.1 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Mahindra,Mahindra Verito 1.5 D2 BSIII,2011,Diesel,5,1405 CC,100000,17.3 kmpl,70 bhp,"13.5@ 2,500(kgm@ rpm)","Comapany Name:ICICI Lombard,Policy Plan:1800000"
Ford,Ford Fiesta Classic 1.4 Duratorq CLXI,2012,Diesel,5,1248 CC,80000,24.7 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Volkswagen,Volkswagen Vento Diesel Highline,2011,Diesel,5,998 CC,90000,23.01 kmpl,67.1 bhp,90Nm@ 3500rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Honda,Honda City 2017-2020 GXi,2007,Petrol,5,1196 CC,44000,20.92 kmpl,86.8 bhp,112Nm@ 4000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Maruti,Maruti Celerio VXI AT,2017,Petrol,5,998 CC,25000,17.4 kmpl,67.04 bhp,90Nm@ 3500rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Ford,Ford Fiesta Classic 1.4 Duratorq LXI,2011,Diesel,5,1591 CC,25000,20.14 kmpl,121.3 bhp,151Nm@ 4850rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Jaguar,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,Diesel,5,1396 CC,35000,26.0 kmpl,88.73 bhp,219.7Nm@ 1500-2750rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Jaguar,Jaguar XF 2.0 Diesel Portfolio,2017,Diesel,5,796 CC,195000,20.63 kmpl,46.3 bhp,62Nm@ 3000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Tata,Tata Safari Storme EX,2015,Diesel,7,1396 CC,60000,17.0 kmpl,88.73 bhp,219.7Nm@ 1500-2750rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Volvo,Volvo XC40 D4 Inscription BSIV,2019,Diesel,5,796 CC,50000,23.59 kmpl,37 bhp,59Nm@ 2500rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Toyota,Toyota Camry 2.5 Hybrid,2016,Petrol,5,1582 CC,100000,17.0 kmpl,126.32 bhp,259.8Nm@ 1900-2750rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Maruti,Maruti Wagon R LXI,2013,Petrol,5,1248 CC,70000,17.4 kmpl,91.7 bhp,209Nm@ 2000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Maruti,Maruti Baleno Alpha 1.3,2018,Diesel,5,1248 CC,30000,24.0 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Honda,Honda Jazz VX,2016,Petrol,5,998 CC,27000,22.74 kmpl,67.04 bhp,90Nm@ 3500rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Toyota,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,Diesel,7,1197 CC,5000,11.57 kmpl,81.80 bhp,113Nm@ 4200rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Maruti,Maruti Swift AMT VVT VXI,2019,Petrol,5,1248 CC,110000,22.1 kmpl,88.76 bhp,200Nm@ 1750rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Toyota,Toyota Etios VX,2017,Petrol,5,1497 CC,80000,26.6 km/kg,116.3 bhp,146Nm@ 4800rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Maruti,Maruti Swift AMT ZXI,2018,Petrol,5,1493 CC,80000,21.5 kmpl,70 bhp,195Nm@ 1400-2200rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Hyundai,Hyundai Grand i10 1.2 CRDi Sportz,2017,Diesel,5,1461 CC,110000,23.84 kmpl,65 bhp,160Nm@ 2000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
BMW,BMW X4 M Sport X xDrive20d,2019,Diesel,5,998 CC,35000,23.2 kmpl,67 bhp,90Nm@ 3500rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
BMW,BMW X4 M Sport X xDrive20d,2019,Diesel,5,1197 CC,20000,26.59 kmpl,81.80 bhp,113Nm@ 4200rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Honda,Honda Amaze V CVT Petrol BSIV,2019,Petrol,5,796 CC,20000,23.0 kmpl,47.3 bhp,69Nm@ 3500rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Volvo,Volvo V40 D3 R-Design,2018,Diesel,5,1197 CC,7800,20.0 kmpl,81.80 bhp,113Nm@ 4200rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Jaguar,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,Diesel,5,1197 CC,20000,23.0 kmpl,81.80 bhp,113Nm@ 4200rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Jaguar,Jaguar XF 2.0 Diesel Portfolio,2017,Diesel,5,2179 CC,15000,20.73 kmpl,147.94 bhp,320Nm@ 1500-3000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Tata,Tata Safari Storme EX,2015,Diesel,7,1197 CC,31377,19.67 kmpl,82.85 bhp,113.7Nm@ 4000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Volvo,Volvo XC40 D4 Inscription BSIV,2019,Diesel,5,1248 CC,50000,12.05 kmpl,74.02 bhp,190Nm@ 2000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Toyota,Toyota Camry 2.5 Hybrid,2016,Petrol,5,998 CC,60000,25.4 kmpl,67.04 bhp,90Nm@ 3500rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Maruti,Maruti Wagon R LXI,2013,Petrol,5,1794 CC,100000,27.4 kmpl,138.1 bhp,173Nm@ 4000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Maruti,Maruti Baleno Alpha 1.3,2018,Diesel,5,1198 CC,60000,19.7 kmpl,86.8 bhp,109Nm@ 4500rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Honda,Honda Jazz VX,2016,Petrol,5,1197 CC,5000,12.05 kmpl,83.1 bhp,115Nm@ 4000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Toyota,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,Diesel,7,2179 CC,60000,22.32 kmpl,147.94 bhp,320Nm@ 1500-3000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Maruti,Maruti Swift AMT VVT VXI,2019,Petrol,5,796 CC,25000,16.95 kmpl,46.3 bhp,62Nm@ 3000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Toyota,Toyota Etios VX,2017,Petrol,5,799 CC,30000,15.4 kmpl,53.3 bhp,72Nm@ 4386rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Maruti,Maruti Swift AMT ZXI,2018,Petrol,5,1198 CC,80000,23.2 kmpl,67 bhp,104Nm@ 4000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Hyundai,Hyundai Grand i10 1.2 CRDi Sportz,2017,Diesel,5,1248 CC,75000,20.89 kmpl,88.5 bhp,200Nm@ 1750rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
BMW,BMW X4 M Sport X xDrive20d,2019,Diesel,5,1197 CC,32000,13.93 kmpl,81.86 bhp,113.75nm@ 4000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
BMW,BMW X4 M Sport X xDrive20d,2019,Diesel,5,796 CC,40000,19.7 kmpl,47.3 bhp,69Nm@ 3500rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Honda,Honda Amaze V CVT Petrol BSIV,2019,Petrol,5,1197 CC,93000,22.07 kmpl,80 bhp,"11.4 kgm at 4,000 rpm","Comapany Name:ICICI Lombard,Policy Plan:1800000"
Volvo,Volvo V40 D3 R-Design,2018,Diesel,5,1396 CC,50000,20.85 kmpl,88.73 bhp,219.66nm@ 1500-2750rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Maruti,Maruti Swift Dzire LDI,2019,Diesel,5,1248 CC,60000,17.0 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Hyundai,Hyundai Santro Xing GLS,2010,Petrol,5,1248 CC,60000,25.32 kmpl,88.8 bhp,200Nm@ 1750rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Hyundai,Hyundai i20 Sportz 1.4 CRDi,2012,Diesel,5,1248 CC,64000,28.4 kmpl,88.8 bhp,200Nm@ 1750rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Hyundai,Hyundai Santro Magna BSIV,2019,Petrol,5,1461 CC,120000,17.92 kmpl,83.8 bhp,200Nm@ 1900rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Mahindra,Mahindra XUV500 W8 4WD,2012,Diesel,7,1461 CC,120000,,83.8 bhp,200Nm@ 1900rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
BMW,BMW X5 3.0d,2008,Diesel,5,,140000,21.9 kmpl,,,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
BMW,BMW 5 Series 520d Sedan,2008,Diesel,,,135000,24.0 kmpl,,,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Mahindra,Mahindra Scorpio S10 7 Seater,2015,Diesel,7,,166000,19.7 kmpl,,,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Maruti,Maruti Ciaz 1.3 Alpha,2018,Diesel,5,1498 CC,60000,20.51 kmpl,98.63 bhp,215Nm@ 1750-3000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Tata,Tata Aria Pleasure 4x2,2013,Diesel,7,2143 CC,81500,16.1 kmpl,167.62 bhp,400Nm@ 1400-2800rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Mahindra,Mahindra KUV 100 mFALCON G80 K6 AW,2017,Petrol,6,2148 CC,80000,18.2 kmpl,170 bhp,"42@ 2,000(kgm@ rpm)","Comapany Name:ICICI Lombard,Policy Plan:1800000"
Renault,Renault Duster 110PS Diesel RxL,2014,Diesel,5,1197 CC,5000,16.8 kmpl,81.80 bhp,113Nm@ 4200rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Honda,Honda WR-V i-VTEC VX,2017,Petrol,5,1498 CC,30000,21.1 kmpl,98.96 bhp,215Nm@ 1750-2500rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Tata,Tata Zest Revotron 1.2 XT,2017,Petrol,5,1497 CC,15000,17.6 kmpl,115 bhp,300Nm@ 1500-2500rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Hyundai,Hyundai Creta 1.4 CRDi S,2017,Diesel,5,1498 CC,40000,12.8 kmpl,88 bhp,230Nm@ 1500-2500rpm,"Comapany Name:Reliance General,Policy Plan:1400000"
Volkswagen,Volkswagen Ameo 1.2 MPI Comfortline,2016,Petrol,5,1197 CC,16500,21.27 kmpl,110 bhp,200Nm@ 2000-3500rpm,"Comapany Name:Reliance General,Policy Plan:1400000"
